OrderID,ProductID,Quantity,UnitCost,UnitPrice,TotalCost,TotalPrice
1892,119,5,54.98,75.99,274.9,379.95
1380,364,10,43.03,62,430.3,620
1797,508,10,70.77,126.99,707.7,1269.9
1538,765,6,83.35,112.99,500.1,677.94
2284,78,2,35.94,57,71.88,114
411,421,9,24.34,34,219.06,306
1976,545,10,59.09,86.99,590.9,869.9
1407,418,12,44.47,83.02,533.64,996.24
1028,346,5,36.89,49.99,184.45,249.95
1147,584,10,86.93,148.28,869.3,1482.8
1099,716,13,80.25,98.99,1043.25,1286.87
610,994,10,60.01,77.99,600.1,779.9
2970,397,9,42.45,73.99,382.05,665.91
574,875,5,53.31,76.99,266.55,384.95
392,80,7,23.93,28.99,167.51,202.93
2965,782,13,34.41,51.99,447.33,675.87
1009,687,7,2.51,4,17.57,28
1899,215,10,15.11,21,151.1,210
1199,670,7,13.38,25.77,93.66,180.39
1530,42,10,43.76,53,437.6,530
2525,157,14,94.82,116.99,1327.48,1637.86
1689,434,9,54.97,76.99,494.73,692.91
2764,992,2,30.44,40.99,60.88,81.98
2199,645,9,56.38,76.99,507.42,692.91
2985,798,3,38.72,68.3,116.16,204.9
2210,489,12,22.65,28.99,271.8,347.88
1578,897,2,82.28,153,164.56,306
1581,218,2,55.91,91.99,111.82,183.98
707,845,1,8.96,11.99,8.96,11.99
793,569,1,18.08,66.4,18.08,66.4
2696,151,5,66.9,253.58,334.5,1267.9
360,874,5,6.48,13.18,32.4,65.9
2867,254,2,18.38,33.99,36.76,67.98
1462,450,7,62.76,82.99,439.32,580.93
2865,401,6,34.76,54.99,208.56,329.94
2757,521,4,34.26,63.99,137.04,255.96
2049,513,13,24.63,93.96,320.19,1221.48
1658,185,4,43.62,97.81,174.48,391.24
1600,779,7,61.26,119.99,428.82,839.93
1201,981,7,54.68,62.4,382.76,436.8
98,703,1,55.07,100.99,55.07,100.99
1743,83,8,46.29,50.99,370.32,407.92
1371,599,10,8.64,28.41,86.4,284.1
1907,127,2,69.28,129.99,138.56,259.98
2101,838,8,17.89,29.99,143.12,239.92
2327,435,13,93.77,139.99,1219.01,1819.87
2332,324,8,99.18,161.83,793.44,1294.64
2373,795,7,88.29,167.99,618.03,1175.93
1667,955,4,85.02,264.84,340.08,1059.36
1889,66,12,36.29,49.99,435.48,599.88
2215,168,6,81.36,152,488.16,912
287,591,12,50.22,94.77,602.64,1137.24
2546,157,7,94.82,169.82,663.74,1188.74
955,315,1,9.2,13,9.2,13
2166,191,2,68.81,128,137.62,256
1756,859,10,78.57,123.99,785.7,1239.9
2820,67,2,4.8,7.99,9.6,15.98
797,514,7,97.73,202.15,684.11,1415.05
2231,71,2,34.19,59.99,68.38,119.98
376,190,2,30.44,77.98,60.88,155.96
2854,213,2,12.46,16.99,24.92,33.98
2509,620,14,38.44,56,538.16,784
473,497,14,88.76,146.99,1242.64,2057.86
361,974,11,78.5,113,863.5,1243
2776,40,6,65.22,70.99,391.32,425.94
1721,450,11,62.76,82.99,690.36,912.89
2176,908,3,53.94,59,161.82,177
1779,132,5,66.4,82.99,332,414.95
475,100,14,22.2,65.55,310.8,917.7
2956,39,13,65.83,79.99,855.79,1039.87
1198,640,10,96.79,127.99,967.9,1279.9
2115,838,11,17.89,37.88,196.79,416.68
2053,870,3,78.76,93.99,236.28,281.97
824,997,11,2.9,3.99,31.9,43.89
2424,588,10,52.73,76.99,527.3,769.9
78,438,2,36.98,43.99,73.96,87.98
1960,650,4,71.11,105,284.44,420
946,558,7,25.81,49.99,180.67,349.93
2303,30,10,47.43,52,474.3,520
581,955,13,85.02,281.99,1105.26,3665.87
1283,818,11,9.68,16,106.48,176
2605,27,2,17.3,19,34.6,38
1798,548,5,24.29,35,121.45,175
1689,595,10,4.26,5.99,42.6,59.9
2335,999,7,12.36,20.83,86.52,145.81
2495,182,2,55.58,83.99,111.16,167.98
1974,870,4,78.76,93.99,315.04,375.96
399,313,13,42.63,77.88,554.19,1012.44
2731,325,10,45.63,84.13,456.3,841.3
1199,59,13,13.76,25,178.88,325
2243,928,4,83.16,161.99,332.64,647.96
1433,910,10,48.94,91,489.4,910
1508,547,13,85.37,112.99,1109.81,1468.87
1755,324,13,99.18,216.12,1289.34,2809.56
2559,946,2,70.26,96.99,140.52,193.98
1308,864,8,66.34,121.99,530.72,975.92
1490,861,10,21.28,28.53,212.8,285.3
1860,575,11,77.02,109.99,847.22,1209.89
2211,455,8,42.6,81.99,340.8,655.92
2537,735,8,14.03,21.99,112.24,175.92
2269,867,13,79.36,206.41,1031.68,2683.33
1504,896,5,62.69,121.93,313.45,609.65
1788,338,12,11.4,21,136.8,252
1103,202,11,44.41,73.99,488.51,813.89
2740,301,3,21.27,30.99,63.81,92.97
930,850,10,18.18,24.99,181.8,249.9
2885,656,2,36.35,49.99,72.7,99.98
2321,42,14,43.76,83.5,612.64,1169
1548,198,6,97.09,118.99,582.54,713.94
1149,672,4,27.48,52.99,109.92,211.96
2478,370,12,20.77,34.99,249.24,419.88
1906,617,4,44.24,50.99,176.96,203.96
2812,595,6,4.26,5.99,25.56,35.94
486,631,9,37.77,66.99,339.93,602.91
2827,630,2,21.76,32,43.52,64
1271,897,11,82.28,153,905.08,1683
1555,545,6,59.09,86.99,354.54,521.94
1651,984,9,42.9,58.99,386.1,530.91
592,201,13,28.76,73.69,373.88,957.97
610,172,13,80,121,1040,1573
1837,726,11,11.85,20,130.35,220
1552,305,11,43.56,48,479.16,528
1155,695,13,69.78,109.99,907.14,1429.87
2504,399,5,93.37,121.99,466.85,609.95
2562,196,13,70.19,182.92,912.47,2377.96
626,563,3,78.52,128.99,235.56,386.97
2951,141,6,44.44,80,266.64,480
355,206,13,34.63,45.99,450.19,597.87
154,95,11,46,47.99,506,527.89
604,561,9,14.46,24.99,130.14,224.91
1227,785,1,45.97,50.99,45.97,50.99
150,273,9,30.99,48,278.91,432
2362,473,12,42.99,66.99,515.88,803.88
938,124,14,93.56,195.39,1309.84,2735.46
2375,879,9,48.58,111.53,437.22,1003.77
1767,864,2,66.34,121.99,132.68,243.98
2103,795,6,88.29,167.99,529.74,1007.94
699,181,10,58.8,112.99,588,1129.9
1265,753,7,2.7,6.7,18.9,46.9
2673,880,8,59.9,63.99,479.2,511.92
2420,245,9,56.79,87.99,511.11,791.91
2230,677,3,49.75,65.99,149.25,197.97
611,580,1,91.03,176.99,91.03,176.99
24,172,10,80,121,800,1210
2782,999,3,12.36,15.99,37.08,47.97
831,637,6,44.58,114.07,267.48,684.42
246,887,11,64.74,113,712.14,1243
1549,609,6,75.81,135.99,454.86,815.94
329,150,4,10.71,14.99,42.84,59.96
2214,40,11,65.22,70.99,717.42,780.89
407,127,11,69.28,181.34,762.08,1994.74
505,476,4,60.61,83.99,242.44,335.96
1784,667,8,55.17,82.99,441.36,663.92
2415,551,1,39.81,54.99,39.81,54.99
2583,266,9,4.12,5.99,37.08,53.91
1982,941,14,91.24,197.12,1277.36,2759.68
2035,487,10,9.97,15.99,99.7,159.9
1008,4,13,67.4,94.99,876.2,1234.87
434,390,4,82.34,135,329.36,540
1386,452,6,29.23,49.99,175.38,299.94
447,12,1,10.81,18,10.81,18
1778,841,14,73.55,135.81,1029.7,1901.34
2906,80,4,23.93,28.99,95.72,115.96
2961,415,10,27.59,46.99,275.9,469.9
2821,211,9,23.09,43.99,207.81,395.91
667,201,5,28.76,105.24,143.8,526.2
1850,928,14,83.16,161.99,1164.24,2267.86
27,233,4,32.14,55.99,128.56,223.96
2524,106,7,35.6,63,249.2,441
2076,512,2,18.51,67.97,37.02,135.94
642,189,1,64.9,191.95,64.9,191.95
1721,303,3,89.23,132.99,267.69,398.97
1897,912,5,25.02,42.99,125.1,214.95
914,274,8,99.05,102,792.4,816
1590,948,5,92.14,147.99,460.7,739.95
2929,429,8,33.34,64.99,266.72,519.92
1518,615,13,84.37,87.99,1096.81,1143.87
327,790,14,89.39,101,1251.46,1414
307,300,14,90.31,142.99,1264.34,2001.86
2502,1000,11,19.8,28.99,217.8,318.89
2849,191,1,68.81,128,68.81,128
515,905,11,37.52,55.99,412.72,615.89
2733,836,13,46.41,77.99,603.33,1013.87
1431,111,2,2.3,2.99,4.6,5.98
2929,650,6,71.11,105,426.66,630
1351,680,4,16.52,33.83,66.08,135.32
449,107,11,86.11,114,947.21,1254
1083,891,8,55.36,61.99,442.88,495.92
2965,955,9,85.02,158,765.18,1422
591,110,9,19.66,22.99,176.94,206.91
1698,549,9,66.03,78.99,594.27,710.91
908,505,14,89.81,131.99,1257.34,1847.86
943,67,11,4.8,7.99,52.8,87.89
2915,746,9,66.21,146.09,595.89,1314.81
2397,949,9,82.28,96.99,740.52,872.91
712,677,6,49.75,65.99,298.5,395.94
990,836,12,46.41,77.99,556.92,935.88
954,947,5,86.75,131.99,433.75,659.95
949,843,8,22.67,28.99,181.36,231.92
1529,454,7,59.65,99,417.55,693
479,330,10,16.37,23.99,163.7,239.9
2075,676,8,97.65,119.99,781.2,959.92
2547,236,1,14.62,27.99,14.62,27.99
1357,847,8,68.98,82.99,551.84,663.92
32,758,1,68.22,130.99,68.22,130.99
1342,120,12,78.07,135.4,936.84,1624.8
2668,964,3,35.51,75.72,106.53,227.16
2604,452,3,29.23,49.99,87.69,149.97
2054,531,5,81.77,130,408.85,650
398,350,11,24.99,35,274.89,385
241,748,3,57.54,59.99,172.62,179.97
406,35,13,84.18,90,1094.34,1170
495,956,13,87.06,150.03,1131.78,1950.39
301,934,2,16.84,40.31,33.68,80.62
2834,303,12,89.23,132.99,1070.76,1595.88
2084,322,8,53.38,90.99,427.04,727.92
154,921,1,87.12,91,87.12,91
2219,525,2,5.07,6.99,10.14,13.98
1421,768,11,48.44,88.99,532.84,978.89
1361,579,3,43.56,79.99,130.68,239.97
1028,446,3,14.36,24.99,43.08,74.97
171,2,11,39.08,65.99,429.88,725.89
158,829,1,11.05,13.99,11.05,13.99
1694,817,13,42.17,72.99,548.21,948.87
1403,108,2,13.5,23,27,46
470,976,5,9.95,34.81,49.75,174.05
1067,177,4,8.33,11.99,33.32,47.96
1349,729,10,47.9,151.54,479,1515.4
1409,443,8,89.84,93.99,718.72,751.92
2247,847,11,68.98,82.99,758.78,912.89
112,695,4,69.78,109.99,279.12,439.96
2648,656,9,36.35,49.99,327.15,449.91
2173,84,3,84.44,183.09,253.32,549.27
1722,504,9,82.94,99,746.46,891
1183,719,2,58.15,106,116.3,212
775,527,7,95.4,158.99,667.8,1112.93
2298,569,4,18.08,33.99,72.32,135.96
2583,250,7,77.7,112.99,543.9,790.93
497,149,3,51.09,65.33,153.27,195.99
1887,585,5,7.23,15.92,36.15,79.6
1863,370,7,20.77,64,145.39,448
2913,379,13,36.02,69.99,468.26,909.87
1872,723,14,53.48,60.99,748.72,853.86
856,454,12,59.65,99,715.8,1188
1746,563,9,78.52,128.99,706.68,1160.91
1201,788,2,75.67,76.99,151.34,153.98
1750,200,8,20.67,33.99,165.36,271.92
1098,604,11,8.5,16,93.5,176
1027,578,14,44.04,48,616.56,672
829,763,3,84.61,93,253.83,279
1140,591,2,50.22,107.16,100.44,214.32
358,167,14,77.59,136.99,1086.26,1917.86
671,997,5,2.9,3.99,14.5,19.95
1405,682,8,8.34,11.99,66.72,95.92
971,661,12,99.4,135.99,1192.8,1631.88
173,461,12,68.06,83,816.72,996
668,424,6,66.67,97.99,400.02,587.94
2391,681,7,49.18,61.99,344.26,433.93
749,269,1,71.98,141.99,71.98,141.99
1142,105,3,52.44,87.99,157.32,263.97
444,488,5,67.54,82.99,337.7,414.95
783,268,9,2.77,3.99,24.93,35.91
2570,775,14,76.03,183.88,1064.42,2574.32
886,325,4,45.63,69.99,182.52,279.96
2913,991,7,4.86,7,34.02,49
1817,791,5,54.05,75.52,270.25,377.6
2389,576,11,15.17,28.99,166.87,318.89
1454,973,9,69.79,99.99,628.11,899.91
984,905,7,37.52,55.99,262.64,391.93
1836,118,12,16.27,27.99,195.24,335.88
1187,349,11,45.15,93.99,496.65,1033.89
1303,800,6,99.95,275.35,599.7,1652.1
1445,613,12,9.68,15.99,116.16,191.88
2272,611,9,17.94,31.99,161.46,287.91
2217,668,1,30.06,47.99,30.06,47.99
1734,47,12,94.89,191.98,1138.68,2303.76
957,909,2,13.93,20.99,27.86,41.98
2785,952,6,65.49,104.99,392.94,629.94
195,514,2,97.73,156.99,195.46,313.98
1247,147,10,6.63,11.99,66.3,119.9
36,327,11,47.38,59.99,521.18,659.89
1485,74,14,52.57,111.9,735.98,1566.6
985,874,14,6.48,6.99,90.72,97.86
149,368,14,45.99,60.99,643.86,853.86
2719,777,7,36.96,42.4,258.72,296.8
2648,365,6,84.59,144.99,507.54,869.94
1011,207,12,52.9,101.99,634.8,1223.88
75,851,13,81.91,161,1064.83,2093
2098,76,9,96.66,134.99,869.94,1214.91
693,402,11,30.15,45,331.65,495
1546,693,7,73.25,116.99,512.75,818.93
367,179,9,42.89,76.99,386.01,692.91
40,313,13,42.63,69,554.19,897
346,404,7,90.64,134.99,634.48,944.93
542,759,12,85.09,135.99,1021.08,1631.88
1254,301,7,21.27,30.99,148.89,216.93
1334,484,10,46.62,80.99,466.2,809.9
555,719,14,58.15,106,814.1,1484
1319,390,12,82.34,135,988.08,1620
1043,284,2,55.29,104.99,110.58,209.98
196,204,1,85.12,127,85.12,127
1539,728,12,90.94,148.99,1091.28,1787.88
1974,142,7,78.12,213.52,546.84,1494.64
487,294,5,95.36,185.99,476.8,929.95
1447,850,10,18.18,24.99,181.8,249.9
455,172,4,80,121,320,484
1071,962,12,34.09,42.99,409.08,515.88
485,268,13,2.77,3.99,36.01,51.87
2341,272,2,77.33,173.34,154.66,346.68
421,347,4,56.75,105.42,227,421.68
1403,180,7,72.25,155.06,505.75,1085.42
811,151,6,66.9,248.31,401.4,1489.86
2529,575,6,77.02,109.99,462.12,659.94
2621,454,1,59.65,99,59.65,99
108,146,2,23.67,45.99,47.34,91.98
166,491,12,49.08,61,588.96,732
1274,241,14,23.96,26.99,335.44,377.86
1338,662,10,45.94,90.51,459.4,905.1
2552,902,14,48.36,73.99,677.04,1035.86
714,739,10,28.3,47,283,470
1606,675,6,3.95,6,23.7,36
1876,371,8,48.57,88,388.56,704
1213,448,10,72.88,88.99,728.8,889.9
2089,253,9,74.18,96.99,667.62,872.91
1762,597,7,20.21,21,141.47,147
2155,621,9,72.01,127,648.09,1143
1070,185,9,43.62,76.99,392.58,692.91
2687,36,14,35.14,58.99,491.96,825.86
2102,438,5,36.98,43.99,184.9,219.95
2792,436,14,35.88,70,502.32,980
1514,73,14,30.04,32.99,420.56,461.86
1014,643,1,51.29,86.99,51.29,86.99
2899,357,12,32.19,46.71,386.28,560.52
1062,131,14,82.37,115.04,1153.18,1610.56
2444,320,2,62.57,70,125.14,140
2639,15,4,67.15,101,268.6,404
2423,293,4,69.48,107,277.92,428
1247,598,6,35.82,40.99,214.92,245.94
165,455,8,42.6,81.99,340.8,655.92
2784,399,4,93.37,225.93,373.48,903.72
476,299,14,26.47,38.33,370.58,536.62
2261,577,10,17.94,23.99,179.4,239.9
572,697,2,85.18,107.99,170.36,215.98
2317,339,4,17.13,48.93,68.52,195.72
2052,708,10,66.46,130.99,664.6,1309.9
1416,669,6,32.49,41.99,194.94,251.94
1844,320,9,62.57,70,563.13,630
853,963,7,43.81,101.06,306.67,707.42
1967,928,13,83.16,162.13,1081.08,2107.69
1623,647,12,36.76,72,441.12,864
1088,40,10,65.22,72.76,652.2,727.6
849,727,12,89.37,102.99,1072.44,1235.88
2489,420,10,99.16,196.99,991.6,1969.9
1383,725,11,21.53,40.99,236.83,450.89
662,689,2,72.22,83.99,144.44,167.98
1474,458,9,41.31,46.99,371.79,422.91
2807,806,11,6.21,10.99,68.31,120.89
2158,14,3,57.11,81.99,171.33,245.97
928,582,2,3.3,4.17,6.6,8.34
1296,944,12,20.99,30.99,251.88,371.88
1031,647,14,36.76,72,514.64,1008
666,555,4,79.63,137.99,318.52,551.96
1006,803,4,44.66,47.99,178.64,191.96
1307,39,6,65.83,79.99,394.98,479.94
2348,691,12,76.17,88,914.04,1056
418,578,5,44.04,48,220.2,240
1513,414,14,34.06,37.99,476.84,531.86
1730,773,10,40.06,107.53,400.6,1075.3
1637,668,14,30.06,47.99,420.84,671.86
1046,562,5,97.17,277.14,485.85,1385.7
2765,881,10,51.81,100.11,518.1,1001.1
821,369,13,5.24,8,68.12,104
2777,927,8,88.35,149.99,706.8,1199.92
1464,915,1,68.57,82,68.57,82
24,538,12,89.36,106.99,1072.32,1283.88
1197,424,6,66.67,97.99,400.02,587.94
2483,67,8,4.8,7.99,38.4,63.92
1602,482,4,74.4,118.99,297.6,475.96
1834,315,14,9.2,13,128.8,182
27,459,8,35.77,68.99,286.16,551.92
1697,646,3,49.95,102.01,149.85,306.03
2796,100,7,22.2,34,155.4,238
542,7,11,47.34,54.99,520.74,604.89
2138,998,4,99.07,114.99,396.28,459.96
2496,700,7,60.4,89.99,422.8,629.93
1647,849,6,66.15,75.99,396.9,455.94
1259,507,3,57.99,63.99,173.97,191.97
801,518,11,96.83,97.99,1065.13,1077.89
2552,682,10,8.34,11.99,83.4,119.9
2439,337,11,97.3,104.99,1070.3,1154.89
1875,612,7,20.02,26,140.14,182
55,191,13,68.81,128,894.53,1664
2520,850,10,18.18,24.99,181.8,249.9
1984,842,13,70.3,133,913.9,1729
1708,827,2,79.57,84.99,159.14,169.98
736,489,8,22.65,28.99,181.2,231.92
429,234,13,74.81,89.99,972.53,1169.87
2119,873,5,60.87,74.99,304.35,374.95
942,400,6,85.81,208.85,514.86,1253.1
1609,387,4,30.94,46.99,123.76,187.96
313,745,11,29.72,49.99,326.92,549.89
2709,68,14,59.45,112,832.3,1568
2039,156,6,94.48,146,566.88,876
363,541,1,26.12,31.99,26.12,31.99
2533,989,10,58.2,110.47,582,1104.7
1802,790,3,89.39,132.81,268.17,398.43
2914,392,14,31.65,82.13,443.1,1149.82
2456,38,6,41.3,43.99,247.8,263.94
376,748,4,57.54,59.99,230.16,239.96
1114,448,8,72.88,88.99,583.04,711.92
285,535,7,27.49,32.99,192.43,230.93
533,552,7,19.42,28,135.94,196
1894,138,4,51.4,71,205.6,284
1933,251,11,99.7,104.99,1096.7,1154.89
2122,402,6,30.15,45,180.9,270
1911,42,7,43.76,53,306.32,371
2702,643,9,51.29,86.99,461.61,782.91
1411,168,14,81.36,152,1139.04,2128
56,32,1,53.13,104.28,53.13,104.28
1389,236,10,14.62,27.99,146.2,279.9
445,611,7,17.94,31.99,125.58,223.93
58,582,8,3.3,6.84,26.4,54.72
2723,575,1,77.02,109.99,77.02,109.99
1683,368,4,45.99,60.99,183.96,243.96
1342,731,5,48.16,55.99,240.8,279.95
641,1000,6,19.8,28.99,118.8,173.94
113,851,3,81.91,293.77,245.73,881.31
2555,109,7,14.77,26,103.39,182
2795,304,5,14.47,22.99,72.35,114.95
2679,989,5,58.2,71.99,291,359.95
1632,681,5,49.18,61.99,245.9,309.95
1770,253,1,74.18,178.83,74.18,178.83
1011,844,4,97.96,310.19,391.84,1240.76
1493,756,3,22.02,25,66.06,75
168,205,6,76.95,125,461.7,750
781,435,3,93.77,139.99,281.31,419.97
1992,413,12,78.6,251.37,943.2,3016.44
1663,240,4,26.56,62.65,106.24,250.6
644,138,6,51.4,71,308.4,426
653,988,1,49.2,66,49.2,66
1322,280,2,8.94,16.19,17.88,32.38
2967,480,13,91.26,180,1186.38,2340
2830,173,12,12.88,16.96,154.56,203.52
2969,841,8,73.55,130.99,588.4,1047.92
1019,783,14,18.24,44.32,255.36,620.48
2866,369,3,5.24,8,15.72,24
1104,995,9,82.91,156.99,746.19,1412.91
2740,45,13,37.32,40.99,485.16,532.87
8,425,2,76.62,87,153.24,174
2379,104,14,61.08,109.2,855.12,1528.8
828,788,4,75.67,76.99,302.68,307.96
951,291,14,97.74,184.99,1368.36,2589.86
2988,520,2,38.67,73,77.34,146
1282,301,7,21.27,30.99,148.89,216.93
237,796,7,85.52,160,598.64,1120
81,299,8,26.47,39.75,211.76,318
105,53,1,2.79,3.99,2.79,3.99
1520,99,4,4.44,9.96,17.76,39.84
1104,122,8,76.81,141.99,614.48,1135.92
273,541,12,26.12,31.99,313.44,383.88
2618,774,3,79.61,120.99,238.83,362.97
127,362,3,95.38,185.99,286.14,557.97
2851,760,3,88.51,110.05,265.53,330.15
2680,622,8,68.98,76,551.84,608
2424,822,5,57.18,59.99,285.9,299.95
1465,296,9,62.27,112.99,560.43,1016.91
1829,660,12,36.55,76.74,438.6,920.88
1523,211,13,23.09,43.99,300.17,571.87
2125,573,1,7.6,9,7.6,9
1490,180,4,72.25,120.99,289,483.96
149,451,9,22.8,35.99,205.2,323.91
2428,721,6,73.77,116.99,442.62,701.94
1588,155,7,98.89,116.99,692.23,818.93
1396,802,14,55.77,104,780.78,1456
1562,329,4,51.56,61.99,206.24,247.96
880,765,2,83.35,112.99,166.7,225.98
716,814,12,41.83,61.99,501.96,743.88
1052,411,3,73.55,123,220.65,369
1843,793,11,33.76,49.99,371.36,549.89
1150,904,1,81.98,155.99,81.98,155.99
1571,123,7,21.77,32,152.39,224
1847,544,11,40.88,68,449.68,748
92,253,2,74.18,96.99,148.36,193.98
1494,964,14,35.51,68,497.14,952
1662,808,2,88.45,134.99,176.9,269.98
1045,572,2,48.52,78,97.04,156
481,185,11,43.62,76.99,479.82,846.89
1808,803,8,44.66,47.99,357.28,383.92
845,48,13,72.2,174.92,938.6,2273.96
1975,396,10,53.59,98.99,535.9,989.9
2181,21,3,31.83,43.99,95.49,131.97
1165,903,4,6.6,9.99,26.4,39.96
1323,459,2,35.77,68.99,71.54,137.98
2070,864,9,66.34,121.99,597.06,1097.91
214,497,5,88.76,146.99,443.8,734.95
1193,89,8,94.11,166,752.88,1328
1297,608,4,68.42,80.99,273.68,323.96
1861,598,8,35.82,40.99,286.56,327.92
1039,875,9,53.31,76.99,479.79,692.91
2613,8,13,51.55,65.02,670.15,845.26
2725,878,1,62.25,87.99,62.25,87.99
1402,460,4,4.51,6.99,18.04,27.96
825,832,12,94.31,158,1131.72,1896
1074,923,6,51.76,62.99,310.56,377.94
134,930,11,30.19,49.99,332.09,549.89
639,53,9,2.79,3.99,25.11,35.91
2938,40,9,65.22,70.99,586.98,638.91
667,148,5,79.92,149.99,399.6,749.95
1235,851,1,81.91,161,81.91,161
1451,979,13,57.51,93.99,747.63,1221.87
251,6,8,43.65,52.99,349.2,423.92
818,150,10,10.71,14.99,107.1,149.9
2210,947,6,86.75,131.99,520.5,791.94
822,389,13,9.68,10.99,125.84,142.87
375,563,4,78.52,128.99,314.08,515.96
2814,157,9,94.82,116.99,853.38,1052.91
420,844,4,97.96,173.99,391.84,695.96
314,150,11,10.71,14.99,117.81,164.89
2831,451,5,22.8,35.99,114,179.95
115,446,8,14.36,24.99,114.88,199.92
2733,228,12,31.66,48,379.92,576
468,997,13,2.9,4.42,37.7,57.46
1110,925,6,21.34,35,128.04,210
1259,505,3,89.81,131.99,269.43,395.97
2864,207,3,52.9,101.99,158.7,305.97
2745,863,3,68.4,111,205.2,333
2421,355,8,80.93,147,647.44,1176
1147,418,8,44.47,44.99,355.76,359.92
2310,416,13,40.4,50.99,525.2,662.87
1254,820,1,48.77,53.99,48.77,53.99
1976,649,14,97.63,185.99,1366.82,2603.86
2066,844,7,97.96,173.99,685.72,1217.93
2952,863,1,68.4,111,68.4,111
39,72,1,13.89,19.4,13.89,19.4
1735,790,13,89.39,101,1162.07,1313
495,82,11,43.17,58,474.87,638
1216,816,10,84.75,94,847.5,940
77,4,8,67.4,94.99,539.2,759.92
2015,393,3,24.54,40.99,73.62,122.97
2926,562,7,97.17,172.99,680.19,1210.93
2203,315,7,9.2,13,64.4,91
1844,632,2,83.07,136.36,166.14,272.72
483,20,10,1.4,1.99,14,19.9
212,201,13,28.76,52.99,373.88,688.87
2851,712,10,56.53,82.99,565.3,829.9
2228,18,9,24.31,30.99,218.79,278.91
2260,851,10,81.91,161,819.1,1610
980,292,4,27.12,35,108.48,140
1990,195,8,3.09,5,24.72,40
1449,697,3,85.18,107.99,255.54,323.97
708,147,10,6.63,11.99,66.3,119.9
945,268,10,2.77,3.99,27.7,39.9
156,805,8,68.68,77,549.44,616
2812,543,2,95.72,144.99,191.44,289.98
611,468,11,50.74,97.27,558.14,1069.97
1629,507,4,57.99,63.99,231.96,255.96
586,950,9,85.5,101.99,769.5,917.91
1731,870,10,78.76,93.99,787.6,939.9
1656,267,14,47.04,84.99,658.56,1189.86
239,45,2,37.32,40.99,74.64,81.98
1804,41,7,9.06,15.23,63.42,106.61
792,320,6,62.57,70,375.42,420
2530,633,5,82.01,101.99,410.05,509.95
2470,865,7,19.73,32.99,138.11,230.93
1122,377,9,52.17,54,469.53,486
397,797,6,18.89,19.99,113.34,119.94
1844,426,3,12.4,13,37.2,39
842,412,2,30.09,42.99,60.18,85.98
2796,745,7,29.72,49.99,208.04,349.93
826,257,4,84.61,138.99,338.44,555.96
1279,49,12,22.12,36.99,265.44,443.88
852,728,12,90.94,148.99,1091.28,1787.88
130,966,12,21.37,33.99,256.44,407.88
2666,696,2,8.75,16.58,17.5,33.16
529,226,12,69.33,163.52,831.96,1962.24
1301,722,1,4.06,11.53,4.06,11.53
2236,161,8,82.01,105,656.08,840
1427,976,11,9.95,18,109.45,198
1118,702,6,82.91,143.48,497.46,860.88
2289,409,11,77.49,114.99,852.39,1264.89
2674,874,11,6.48,6.99,71.28,76.89
2967,895,5,78.88,152.77,394.4,763.85
2308,204,10,85.12,127,851.2,1270
2812,981,5,54.68,56.99,273.4,284.95
2063,899,3,36.94,47.99,110.82,143.97
2071,387,2,30.94,46.99,61.88,93.98
208,507,4,57.99,63.99,231.96,255.96
1056,514,11,97.73,156.99,1075.03,1726.89
2221,455,11,42.6,100.8,468.6,1108.8
2723,844,12,97.96,173.99,1175.52,2087.88
398,255,4,21.97,36,87.88,144
1434,342,7,84.86,123,594.02,861
754,941,8,91.24,118.99,729.92,951.92
1909,885,10,41.69,69.99,416.9,699.9
730,920,12,24.06,46.49,288.72,557.88
1844,159,10,74.95,92.99,749.5,929.9
2477,680,6,16.52,35.23,99.12,211.38
265,35,13,84.18,90,1094.34,1170
140,59,4,13.76,25,55.04,100
1761,43,1,62.99,70,62.99,70
661,765,14,83.35,112.99,1166.9,1581.86
2423,283,4,90.79,148,363.16,592
497,680,13,16.52,30.99,214.76,402.87
1982,136,2,34.28,56,68.56,112
44,792,8,97.28,172.99,778.24,1383.92
166,777,8,36.96,38.99,295.68,311.92
2150,485,7,90.34,156.68,632.38,1096.76
1302,852,8,76.22,82.99,609.76,663.92
1718,460,7,4.51,6.99,31.57,48.93
1194,427,5,52.93,79.99,264.65,399.95
345,661,9,99.4,135.99,894.6,1223.91
931,237,2,45.34,47.99,90.68,95.98
1130,457,8,36.12,44,288.96,352
517,560,11,59.32,72.99,652.52,802.89
687,935,3,18.06,21,54.18,63
30,424,4,66.67,97.99,266.68,391.96
1048,577,8,17.94,23.99,143.52,191.92
1392,757,8,12.01,16.99,96.08,135.92
1749,581,12,5.35,9,64.2,108
1926,655,2,97.53,137,195.06,274
2512,499,7,50.08,127.79,350.56,894.53
538,746,3,66.21,76.99,198.63,230.97
703,878,8,62.25,157.71,498,1261.68
2874,314,13,53.03,84,689.39,1092
1446,542,8,65.68,184.88,525.44,1479.04
299,622,7,68.98,76,482.86,532
1300,8,14,51.55,54,721.7,756
968,331,13,91.82,225.55,1193.66,2932.15
726,966,8,21.37,33.99,170.96,271.92
626,713,5,55.54,107,277.7,535
413,745,9,29.72,49.99,267.48,449.91
1622,744,2,5.21,6.99,10.42,13.98
1676,556,10,63.79,113,637.9,1130
1422,46,2,13.3,23,26.6,46
1370,15,13,67.15,101,872.95,1313
